"SYMBOL 
","COMPANY 
","DATE 
"
WELINV,Welspun Investments and Commercials Limited,18-Oct-23
WIPRO,Wipro Limited,18-Oct-23
ZEEL,Zee Entertainment Enterprises Limited,18-Oct-23
ZEEL,Zee Entertainment Enterprises Limited,18-Oct-23
AARTIDRUGS,Aarti Drugs Limited,19-Oct-23
ACCELYA,Accelya Solutions India Limited,19-Oct-23
ACL,Andhra Cements Limited,19-Oct-23
EQUITASBNK,Equitas Small Finance Bank Limited,19-Oct-23
GANESHHOU,GANESH HOUSING LIMITED,19-Oct-23
HATSUN,Hatsun Agro Product Limited,19-Oct-23
HAVELLS,Havells India Limited,19-Oct-23
HFCL,HFCL Limited,19-Oct-23
INDOCO,Indoco Remedies Limited,19-Oct-23
ITC,ITC Limited,19-Oct-23
KIRLPNU,Kirloskar Pneumatic Company Limited,19-Oct-23
MASTEK,Mastek Limited,19-Oct-23
MPHASIS,MphasiS Limited,19-Oct-23
NESTLEIND,Nestle India Limited,19-Oct-23
SAGCEM,Sagar Cements Limited,19-Oct-23
SHRENIK,Shrenik Limited,19-Oct-23
SOUTHBANK,The South Indian Bank Limited,19-Oct-23
SUNDROP,Sundrop Brands Limited,19-Oct-23
TANLA,Tanla Platforms Limited,19-Oct-23
TATACOFFEE,Tata Coffee Limited,19-Oct-23
TATACOMM,Tata Communications Limited,19-Oct-23
UDS,Updater Services Limited,19-Oct-23
ULTRACEMCO,UltraTech Cement Limited,19-Oct-23
VOLTAS,Voltas Limited,19-Oct-23
WENDT,Wendt (India) Limited,19-Oct-23
ABREL,Aditya Birla Real Estate Limited,20-Oct-23
ALIVUS,Alivus Life Sciences Limited,20-Oct-23
ATUL,Atul Limited,20-Oct-23
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,20-Oct-23
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,20-Oct-23
CENTRALBK,Central Bank of India,20-Oct-23
